Tool,DOI,Programming_Language,Details,Source,License,Underlying_algorithms,Underlying_assumptions,Strengths_weaknesses,Overall_performance,OxfordNanopore,PacBio,tenxGenomics,BionanoGenomics,HiC,fast5FileProcessing,Basecalling,LongReadOverlapping,DenovoAssembly,Alignment,Scaffolding,GeneratingConsensusSequence,ErrorCorrectionAndPolishing,EvaluatingExisitingMethods,IsoformDetection,BaseModificationDetection,QualityChecking,SNPAndVariantAnalysis,Visualisation,ReadQuantification,SuitableForSingleCellExperiments,TestedOnHumanData,TestedOnNonHumanData,Normalisation,ProvideSummaryStatistics,QualityTrimming,AvailablityOfTestData,Transcriptomics,GapFilling,AnalysisPipelines,Simulators,QualityFiltering,Demultiplexing,Metagenomics,TaxonomicClassification,polyALengthEstimation,RNAStructure,FusionDetection,CoexpressionAnalysis,DataStructures,cfDNActDNA
dimelo-toolkit,10.1101/2025.11.09.687458,Python,"A Python package for visualization and statistical analysis of multimodal long-read epigenetic assays, including CpG methylation and other base modifications on single nucleic acid molecules. Supports modbam files and integrates into custom data processing workflows.",https://github.com/streetslab/dimelo-toolkit,,Single-molecule multimodal epigenetic analysis; modbam file processing,Requires long-read sequencing data with base modification calls in modbam format,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Watershed-SV,10.1101/gr.279323.124,Python,"A probabilistic model that integrates RNA-seq expression data with structural variant (SV)-specific genomic annotations to prioritize rare functional structural variants in rare disease patients. Extends the Watershed model for SV types including duplications, deletions, inversions, and insertions.",https://github.com/jasonbhn/Watershed-SV,,Probabilistic model integrating expression outlier detection with SV genomic annotations,Requires matched long-read whole genome sequencing and RNA-seq data,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cerberus,10.1101/2023.05.15.540865,Python,"A set of tools to characterize and enhance transcriptome annotations by creating catalogues of transcript start sites (TSSs), transcript end sites (TESs), and unique intron chains. Enables systematic comparison of isoform structure diversity across samples and is compatible with the Swan visualization tool.",https://github.com/mortazavilab/cerberus,,Transcript feature annotation; TSS/TES cataloguing; intron chain extraction,Designed for full-length long-read RNA-seq data; requires GTF-format transcriptome annotations,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Nallo,10.1093/bioinformatics/btag086;10.5281/zenodo.13748210,Nextflow,"A Nextflow pipeline for comprehensive human long-read genome analysis focused on rare disease. Supports PacBio HiFi and targeted ONT data. Performs QC, alignment, de novo assembly, SNV/SV/CNV/tandem-repeat calling, phasing, CpG methylation, and variant annotation and ranking.",https://github.com/genomic-medicine-sweden/nallo,MIT License,minimap2; hifiasm; DeepVariant; GLNexus; Sniffles; Severus; HiFiCNV; TRGT; STRdust; HiPhase; WhatsHap; LongPhase; modkit; pb-CpG-tools; VEP; GENMOD,Nextflow-based workflow following nf-core conventions; requires genome reference and BAM/FASTQ long-read input,Comprehensive rare-disease long-read pipeline; integrates many best-practice sub-tools; suitable for clinical genomics,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
VADA-NF,10.1007/s10994-026-07001-5;10.48550/arXiv.2404.08722,Python,"VADA-NF (Variational Autoregressive DNA-conditioned Autoencoder Normalizing Flow) is a data-driven simulator for nanopore sequencing. An improvement over the original VADA model, it uses a generative model to produce realistic nanopore signals conditioned on DNA sequence, enabling accurate benchmarking of basecallers and downstream tools.",https://github.com/jmniederle/VADA,,Variational autoregressive latent variable model; normalizing flow; DNA-conditioned signal generation,Requires real nanopore signal training data to learn the simulator model; simulates raw current signals conditioned on DNA sequence,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Z-Calling,10.1038/s42003-026-09849-8,"Python, C++","A machine learning-based tool for A/Z (2,6-diaminopurine / Z-base) base calling and dZ-DNA detection using PacBio HiFi reads. Identifies dZ-DNA molecules and discriminates between adenine (A) and 2,6-diaminopurine (Z) bases by analyzing sequence context-dependent kinetic signal changes in HiFi CCS reads. Also includes a pipeline for taxonomic/source detection of dZ-DNAs in mixed datasets.",https://github.com/xiaochuanle/Z-Calling,,Sequence context-dependent kinetic signal analysis; machine learning classification of A vs Z bases,Requires PacBio HiFi (CCS) reads with interpulse duration (IPD) kinetics; assumes Z-base substitutions alter kinetic signatures,,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BagPiper,10.64898/2026.03.12.706999,Rust,"An open-source computational pipeline for processing single-cell long-read RNA sequencing data from the BenchDrop-seq platform (a microfluidics-free benchtop method for single-cell partitioning and molecular barcoding using Oxford Nanopore sequencing). Handles FASTQ reads with cellular barcodes and UMIs; outputs transcript- and gene-level count matrices, isoform equivalence classes, and BAM alignment files.",https://github.com/JamieBregman/BenchDrop-seq_Analysis,,Barcode recovery; splice-aware alignment; UMI deduplication; transcript and gene quantification,Requires BenchDrop-seq barcoded long reads in FASTQ format; designed for 10x-style cell barcodes with long-read ONT data,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
LoRTIA+,10.64898/2026.04.03.716279,Python,"Chemistry-agnostic, feature-first software package for annotation and reconstruction of full-length transcripts from long-read RNA sequencing data.",https://github.com/zsolt-balazs/LoRTIA,MIT License,"Identifies and filters transcript features (TSSs, TESs, introns) using adapter-aware and quality-based criteria before assembling them into high-confidence transcript models.",,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
OxBreaker,10.64898/2026.03.18.709804,Nextflow,"Automated, species-agnostic bioinformatics pipeline for the analysis of bacterial and plasmid outbreaks using Oxford Nanopore Technologies (ONT) long-read sequencing.",https://github.com/oxfordmmm/OxBreaker,GNU Lesser General Public License v2.1,"Automates species identification, reference genome selection, and high-accuracy variant calling.",,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
DIANA,10.64898/2026.03.25.714119,"Nextflow, Perl","Open-source Nextflow pipeline for the automated end-to-end processing of long-read whole-genome sequencing data, specifically designed for molecular neuropathology and CNS tumor diagnostics.",https://github.com/VilhelmMagnusLab/DIANA,MIT License,"Combines DNA methylation classification, MGMT promoter methylation status, copy-number variants (CNV), structural variants, and small variants.",,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ROCIT,10.64898/2026.03.03.709085,Python,Transformer-based machine learning model to classify the tumor or non-tumor origin of individual DNA reads from bulk long-read whole genome sequencing data.,https://github.com/tobybaker/rocit,BSD 3-Clause,Uses read-level methylation patterns to identify tumor-derived reads without requiring matched normal tissue.,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SomaSV,10.64898/2026.02.16.706063,Python,Hybrid sequencing framework designed to improve the cost-effectiveness and accuracy of somatic structural variant (SSV) detection using long and short reads.,https://github.com/eioyuou/SomaSV,,Integrates tumor long-read sequencing with matched normal data consisting of long-read and short-read sequencing.,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bloodTyper,10.1016/j.humimm.2026.111758,,bloodTyper is an automated interpretive software designed for targeted Next Generation Sequencing (NGS) ABO genotyping. It enables reliable genotyping of ABO allele haplotypes without subject matter expert intervention.,,,,,"Strengths: Enables reliable genotyping of ABO allele haplotypes without expert intervention, improves characterization of the ABO gene, and can uncover important changes not initially found by previous workups. Weaknesses: Not specified, but the paper addresses complexities of serologic testing that genotyping aims to overcome.",The targeted NGS results analyzed by bloodTyper showed 99.3% concordance (n=287/289) with serology for solid organ and stem cell donor samples. It successfully phased three samples tested with long-read sequencing.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Fedrann,10.1093/gigascience/giag048,"Python, C++","Fedrann is an open-source tool for effective long-read overlap detection in de novo genome assembly pipelines. It utilizes a novel strategy integrating feature extraction, dimensionality reduction, and approximate nearest neighbor search to handle large-scale datasets and repetitive genomic regions.",https://github.com/jzhang-dev/fedrann,GNU General Public License v3.0,"Feature extraction, dimensionality reduction (Sparse Random Projection - SRP), approximate nearest neighbor (ANN) search (NNDescent), inverse document frequency (IDF) transformation.",,"Strengths: Accurate overlap detection across diverse datasets, efficient, competitive runtime, generates comparable or better overlap graphs than state-of-the-art tools, robust and scalable. Achieves performance parity with tools in compiled languages through C-accelerated libraries. Weaknesses: Not explicitly stated.","Produces overlap graphs comparable to or better than MECAT2, minimap2, and wtdbg2 with competitive runtime. Achieves high assembly contiguity and quality when integrated into the Shasta assembler for human whole genomes.",False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
